Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
Mercantile Group M,Rogers & Holland Jewelers,2200 W War Memorial DR #CU10A,,Peoria,IL,61613,,685-2500,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,1860,,,,,,,,,,,,,,49267 - 38,,,,,,,,2200,W,War Memorial,DR,,CU10A,,40.7408508,,,1973,-89.6293945,549,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,RSC Roger's Supply Co. HVAC Wholesale,616 NE Jefferson AVE,,Peoria,IL,61603,mikew@rogersupply.com,(309)637-5199,,M- Retail or Wholesale Stores,,,,,,1,,82,106,8692,&#34;C&#34; side exterior,,,,,,,,,,,,,45304,,,,,,,,616,NE,Jefferson,AVE,,,,40.696909,,,,-89.583402,569,0,16T  BL  8172  0832,,,,,Ordinary (Joisted Masonry) Class III,1,,
Mercantile Group M,Rue 21,2200 W War Memorial DR,,Peoria,IL,61613,,,,M- Retail or Wholesale Stores,,1306,,,,1,,,,7000,,,,,,,,,,,,,,49267 - 56,,,,,,,,2200,W,War Memorial,DR,,,,40.7408508,,,1973,-89.6293945,580,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Running Central,311 SW Water ST,,Peoria,IL,61603,,,,M- Retail or Wholesale Stores,,,,,,1,,,,0,,,,,,,,,,,,,,50845,,,,,,,,311,SW,Water,ST,,,,40.6882144,,,,-89.5908641,549,0,16T  BL  8106  0737,,,,,Heavy Timber Class IV,1,,
Mercantile Group M,Ryan's Muffler and Brake,3915 SW Adams ST,,Peoria,IL,61605,,,,M-Motor Vehicle Service Stations,business name changed from Meineke to Ryan's Muffler and Brake,,none,none,18,1,,20,70,1400,C Side,C Side,,,,,building directly behind 5 feet away--only exposure,,front,none,none,business hours,,14260,,,,,,,,3915,SW,Adams,ST,,,,40.6635908,,,,-89.6319741,,0,,,Gable - two sloping planes of the same pitch on each side,Metal,"Steel, Open Web",Non-Combustible (All Metal) Class II,,,
Mercantile Group M,Saloncentric,2524 W Farrelly AVE,,Peoria,IL,61615,,,,B- Business,,,,,,,,0,0,2500,,,,,,,,,,,,,,44983,,,,,,,,2524,W,Farrelly,AVE,,,,40.7461387,,,,-89.6331446,580,0,,,,,,,,,
Mercantile Group M,Salt Cave,1314 W Pioneer PKY #C,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,1507,,,17,1,,60,60,1410,,,,,,,,,,,,,,485513 - 2,,,,,,,,1314,W,Pioneer,PKY,,C,,40.7833433,,,2017,-89.6122597,557,0,16T BL 7954 1797,,,,,Wood Frame Class V,15,,Suburban
Mercantile Group M,Salvation Army Family Store,2800 W Townline RD,,Peoria,IL,61615,,309-689-1641,,M- Miscellaneous and Utilty Group,,,BC Coner,,10,1,No,100,195,19500,,,,,,,,,,,,,,,,,,,,,,2800,W,Townline,RD,,,,40.797882,,,,-89.6362901,529,0,,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (All Metal) Class II,20,,
Mercantile Group M,Sam Harris Uniform,1021 N Sheridan AVE,,Peoria,IL,61606,,309-673-5961,,M- Retail or Wholesale Stores,,,A side of structure,,15,1,yes,100,115,11500,C/D side of structure,D side of structure,,,,,,,,,,5-Aug,,,,1,10,,,,,1021,N,Sheridan,AVE,,,,40.7005813,,,,-89.6040689,529,0,16T BL 7999 0878,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,,Wood Frame Class V,3,,
Mercantile Group M (Liquor Lic.),Sam's Club,4100 W Willow Knolls DR ##4,,Peoria,IL,61615,adbachm.508128.us@samsclub.com,309-691-4545,,B- Business,,1918,,,35.5,1,0,300,400,131033,,,,,,,,See hard copy,,,,,,46062,,,3614,,,,,4100,W,Willow Knolls,DR,,#4,,40.7729568,,,,-89.6538591,581,0,16T BL 7599 1718,,,,,Non-Combustible (All Metal) Class II,19,,
Mercantile Group M (Liquor Lic.),Schnucks,10405 N Centerway ST,,Peoria,IL,61615,babeekman@schnucks.com,309-621-7340,,M- Retail or Wholesale Stores,,2014,Stock Room Right Side of Store as You Enter,,,1,,0,0,0,,,,,,,,,,,,,,49279,,,,,,,,10405,N,Centerway,ST,,,,40.8153348,,,2016,-89.6144609,519,0,16T BL 7956 2154,,,,,Non-Combustible (All Metal) Class II,20,,
Mercantile Group M (Liquor Lic.),Schnucks,4800 N University ST,,Peoria,IL,61614,fbarnabe@schnucks.com,,,M-Markets,,,main panel in secured computer room small panel in customer service desk,,30,1,0,0,0,84000,rear of building,In rear storage area. Has a Generator,rear of building,In rear stock room area.,,two private hydrants in rear,,,,,,24hours,,46161,,,,,,,,4800,N,University,ST,,,,40.7458449,,,,-89.6099834,,0,16T BL 7964 1382,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Sears Dept. Store,2200 W War Memorial DR #998,,Peoria,IL,61613,,681-3100,,M- Retail or Wholesale Stores,,1306,,,,2,No,0,0,298000,,,,,,,,,,,,,,49267 - 11,,,,,,,,2200,W,War Memorial,DR,,998,,40.7408508,,,1973,-89.6293945,581,0,16T BL 7804 1333,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Sewing Centers,4700 N University ST #81,,Peoria,IL,61614,sewingcenters@yahoo.com,3096895499,,M- Retail or Wholesale Stores,,1110,,Knox box,18,1,No,60,40,2400,,2 panel in office and storage room,None,,,,Strip mall,,2 back. 2front,None,None,9 to 6 pm,,47951,,1,8,,,,,4700,N,University,ST,,81,,40.7447173,,81,1980,-89.6096459,549,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Steel,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Shell Gas Station,1108 W main ST,,peoria,IL,61606,,3096763504,,M-Motor Vehicle Service Stations,,,N/a,With employee,,1,no,0,0,5000,South west side of building outside,South west corner,N/a,N/a,Shut off for gas pumps behind counter,,None,,North and south side of building,None,None,daytime,,11968,,1,3,,,,,1108,W,main,ST,,,,40.699566,,,,-89.6107433,571,0,16T  BL  7942  0868,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,,Non-Combustible (Masonry) Class I,3,,
Mercantile Group M,Sheridan Village Shopping Center,4125 N Sheridan RD,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1113,,,,,,,,,,,,,,,,,,,,,,108067,,,,,,,,4125,N,Sheridan,RD,,,,40.7375323,,,,-89.6126531,581,0,16T BL 8002 1296,,,,,Non-Combustible (All Metal) Class II,11,,
Mercantile Group M (Liquor Lic.),Sherman Liquors,3801 N Sterling AVE,,Peoria,IL,61604,,,,M-Markets,,1314,,,,1,,,,3000,,,,,,,,,,,,,,873,,,,,,,,3801,N,Sterling,AVE,,,,40.7335068,,,,-89.6327733,511,0,16T BL 7767 1250,,,,,Ordinary (Joisted Masonry) Class III,13,,
Mercantile Group M,Sherwinn-Williams Paints,3416 N prospect RD,,peoria,IL,61603,,3096820727,,B- Business,,,,,,1,0,0,0,6000,,,,,,,,,,,,,,,,,,,,,,3416,N,prospect,RD,,,,40.7287952,,,,-89.5739023,549,0,16T  BL  8263  1183,,,,,Ordinary (Joisted Masonry) Class III,10,,
Mercantile Group M,Shoe Dept. Encore,2200 W War Memorial DR #C103A,,Peoria,IL,61613,,688-0656,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,10012,,,,,,,,,,,,,,49267 - 67,,,150,,,,,2200,W,War Memorial,DR,,C103A,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M (Liquor Lic.),Short Stop Frye Food And Liquor,1302 E Frye AVE,,Peoria,IL,61603,,,,M-Markets,,1020,,,,1,0,0,0,3500,,,,,,,,,,,,Day evening,,8266,,,,,,,,1302,E,Frye,AVE,,,,40.7119689,,,,-89.5769857,519,0,16T BL 8232 0997,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,10,,
Mercantile Group M,Smoking Pleasure,456 Fulton ST #150,,Peoria,IL,61602,none,309 673-2229,,M- Retail or Wholesale Stores,,,,,,1,,,,500,,,,,,,,,,,,,,44616,,,,,,,,456,,Fulton,ST,,150,,40.6929214,,,,-89.591988,549,0,,,,,,Fire Resistive Class I,1,,
Mercantile Group M,South Side Market,1840 S Griswold ST,,Peoria,IL,61605,,,,M- Retail or Wholesale Stores,,,N/A,N/A,35,1,0,40,60,2400,Rear of structure,Back storage room,,,,,,,Front and Rear,,,Normal Business Hours,,,,1,5,,,,,1840,S,Griswold,ST,,,,40.6670788,,,,-89.6325093,511,0,16T BL 7747 0513,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,4,,Urban
Mercantile Group M,South Side Mission,2919 W Garden ST,,Peoria,IL,61605,,309-673-1041,,M- Retail or Wholesale Stores,,,,,12,1,none,100,200,20000,,,,,,,,,,,,,,3871,,,,,,,,2919,W,Garden,ST,,,,40.6763056,,,,-89.6391765,581,0,,,,,,Fire Resistive Class I,4,,
Mercantile Group M,Southside Market,1840 S Griswold ST,,Peoria,IL,61605,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,S,Griswold,ST,,,,40.6670788,,,,-89.6325093,,0,,,,,,,,,
Mercantile Group M,Spencer's Gifts,2200 W War Memorial DR #CU08B,,Peoria,IL,61613,,681.1753,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,1700,,,,,,,,,,,,,,49267 - 40,,,,,,,,2200,W,War Memorial,DR,,CU08B,,40.7408508,,,1973,-89.6293945,581,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Sprint,2200 W War Memorial DR #A109A,,Peoria,IL,61613,,309-839-2063,,M- Sales Room,,1306,,,,1,No,0,0,1905,,,,,,,,,,,,,,49267 - 3,,,,,,,,2200,W,War Memorial,DR,,A109A,,40.7408508,,,1973,-89.6293945,580,0,16T BL 7801 1335,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Sprint,4700 N University ST #54&55,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1110,,Knox box,18,1,No,0,0,2000,,2 boxes.  South wall,,,,,Strip mall,,2back.  2front,None,Strip mall,business hours,,46295,,,,,,,,4700,N,University,ST,,54&55,,40.7447173,,54&55,1980,-89.6096459,549,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Beam - Steel,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,Stanley Steamer,4040 SW Adams ST,,Peoria,IL,61605,,309-692-1990,,"B- Professional Services (Architects,Attys., MD,Dentists)",,401,,Knox box,12,1,No,130,100,13000,D side,Shop c side,,No sprinkler room ,,,About 75 feet,,A and D side,None,None,Normal business hours,,13570,,1,0,,,,,4040,SW,Adams,ST,,,,40.6613159,,,,-89.6344173,569,0,16T  BL  7729  0449,,"Flat - Contains no slope, may or may not have eaves","Class B - Fire-resistant, able to withstand moderate exposure","Steel, Open Web",Modified (Fire Resistive) Class I B,4,,
Mercantile Group M,Steve's Automotive,923 N Garfield AVE,,Peoria,IL,61606,service@stevesauto.com,309-966-3724,,M-Motor Vehicle Service Stations,,315,,,20,2,1,50,90,9000,,,,,,,,,,,,,,50577,,,,,,,,923,N,Garfield,AVE,,,,40.6990986,,,,-89.6082038,571,0,16T BL 7964 0862,,,,,Non-Combustible (Masonry) Class I,3,,
Mercantile Group M,Stop N Save,800 NE Jefferson AVE,,Peoria,IL,61603,navin.dodia@gmail.com,(309)676-6482,,M- Retail or Wholesale Stores,,,,,,1,,60,103,6180,&#34;C&#34; side exterior,&#34;C&#34; exterior interior,,,,,,,,Roll up security door on the front door.,,,,18024,,,,,,,,800,NE,Jefferson,AVE,,,,40.6979223,,,,-89.5816177,511,0,16T  BL  8188  0843,,,,,Ordinary (Joisted Masonry) Class III,,,
Mercantile Group M,Strip shopping Mall,2411 W Pioneer PKY,,Peoria,IL,61615,,,,M- Department Stores,,1503,,,,,,,,,,,,,,,,,,,,,,25130,,,,,,,,2411,W,Pioneer,PKY,,,,40.7838018,,,,-89.6297292,,0,16T BL 7817 1834,,,,,Non-Combustible (All Metal) Class II,15,,
Mercantile Group M (Liquor Lic.),Super Saver Liquors,525 N Western AVE,,Peoria,IL,61605,,,,M-Markets,,,,,,1,0,0,0,3800,,,,,,,,,,,,Day evening,,20646,,,,,,,,525,N,Western,AVE,,,,40.6944981,,,,-89.6233227,519,0,16T BL 7834 0815,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,3,,
Mercantile Group M,Supply Works,8700 N Allen RD,,Peoria,IL,61615,,(309) 692-7107,,M- Retail or Wholesale Stores,,2005,,,12,1,no,143,524,74932,Front Center,,,,,,,,,None,None,0400-1800,,16868,,1,,,,,1406251024,8700,N,Allen,RD,,,,40.793413,,,,-89.62915,569,521140,16T  BL  7818  1915,,Gable - two sloping planes of the same pitch on each side,Metal,,Ordinary (Joisted Masonry) Class III,20,,
Mercantile Group M,Tandy Leather,3807 N Sterling AVE,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,,,,,1,,0,0,4104,,,None,None,,,,,,,,,,20241,,1,,,,,,3807,N,Sterling,AVE,,,,40.7336055,,,,-89.632613,549,0,16T BL 7769 1251,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,,Ordinary (Joisted Masonry) Class III,13,,
Mercantile Group M,Target,5001 N Big Hollow RD,,Peoria,IL,61614,,691-9030,,M- Retail or Wholesale Stores,,,,,20,1,no,0,0,125000,,,B side,B side interior of building,,,,,,,,,,12535,,,,,,,,5001,N,Big Hollow,RD,,,,40.7504741,,,1992,-89.6362281,581,0,16T BL 7754 1412,,,,,Non-Combustible (All Metal) Class II,,,
Mercantile Group M,the book rack,4408 N Knoxville AVE #2B,,Peoria,IL,61614,,309-682-2666,,M- Retail or Wholesale Stores,,,,,15,1,,20,50,1000,,,,,,,attached businesses,,,,,,,44852 - 2,,6,,,,,,4408,N,Knoxville,AVE,,2B,,40.7403236,,b,,-89.5923428,599,0,16T  BL  8111  1316,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,,Ordinary (Joisted Masonry) Class III,10,,
Mercantile Group M,THE BRONZE FROG,5901 N Prospect RD #6A,,Peoria,IL,61603,thebronzefrog@gmail.com,3096924707,,M- Retail or Wholesale Stores,,,back room,KNOX BOX OUTSIDE OF THE BUSINESS,,1,0,0,0,0,,back room of the business,,,,,,,,,,during the daytime hours,,,,,,,,,,5901,N,Prospect,RD,,6A,,40.7585082,,,,-89.5918501,539,0,,,"Flat - Contains no slope, may or may not have eaves",,,Wood Frame Class V,16,,
Mercantile Group M,The Childrens Place,2200 W War Memorial DR #D106,,Peoria,IL,61613,,,,M- Department Stores,,1306,,,,1,,,,3870,,,,,,,,,,,,,,49267 - 59,,,,,,,,2200,W,War Memorial,DR,,D106,,40.7408508,,,1973,-89.6293945,500,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,The Gap,2200 W War Memorial DR #CU06,,Peoria,IL,61613,,685.9612,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,8850,,,,,,,,,,,,,,49267 - 39,,,,,,,,2200,W,War Memorial,DR,,CU06,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,The Great Escape,5000 W Holiday DR,,Peoria,IL,61615,,309-691-7665,,M- Retail or Wholesale Stores,,1913,,,18,1,No,200,200,40000,,,,,,,,,,,,,,31482,,,,,,,,5000,W,Holiday,DR,,,,40.774347,,,,-89.6709669,580,0,,,"Flat - Contains no slope, may or may not have eaves",,,Wood Frame Class V,19,,
Mercantile Group M,The Lock Shop,404 N western AVE,,peoria,IL,61606,,3096769670,,B- Business,,,None,With owner,,1,No,0,0,2400,East side of building,Southeast corner,None,None,,,None,,"North side of building, east side of building",None,None,Daytime,,24476,,1,4,,,,,404,N,western,AVE,,,,40.6927952,,,,-89.622575,549,0,16T  BL  7840  0796,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,3,,
Mercantile Group M,The Main One,718 W Main ST,,peoria,IL,61606,,,,B- Business,,,n/a,,20,1,no,10,30,300,Rear of structure,Rear of structure,,,,,,,,,,5-Dec,,,,,2,,,,,718,W,Main,ST,,,,40.69957,,,,-89.6042774,557,0,16 T BL 7997 0866,,,Rubber Membrane,,Wood Frame Class V,3,,Urban
Mercantile Group M,The Store,2514 N Sheridan RD,,Peoria,IL,61613,,,,M- Sales Room,Trying to open as a furniture store.,308,,,,2,Yes,0,0,23000,,,,,,,,,,,,,,16270,,,,,,,,2514,N,Sheridan,RD,,,,40.7185196,,,,-89.6028586,539,0,16T BL 8015 1077,,,,,Non-Combustible (All Metal) Class II,3,,Suburban
Mercantile Group M,TJ Maxx,801 W Lake AVE,,Peoria,IL,61614,,,,B- Business,,,,,,,,,,,,,,,,,,,,,,,,485561 - 4,,,,,,,,801,W,Lake,AVE,,,,40.741462,,,,-89.6055034,,0,16T  BL  8000  1332,,,,,Ordinary (Joisted Masonry) Class III,11,,
Mercantile Group M,TJ Vape and Wireless,3223 NE Adams ST,,Peoria,IL,61603,,,,M- Retail or Wholesale Stores,,,,Knox box in front,20,2,,60,30,3600,,,,,,2 available hydrants,,,,,,,,45135,,,10,,,,,3223,NE,Adams,ST,,,,40.718178,,,,-89.558529,549,0,16T  BL  8389  1062,,,,,Wood Frame Class V,12,,Urban
Mercantile Group M,Torrid,2200 W War Memorial DR #A109A,,Peoria,IL,61613,,(309) 681-2069,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,3385,,,,,,,,,,,,,,49267 - 6,,,,,,,,2200,W,War Memorial,DR,,A109A,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7803 1328,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Touch of Class,4125 N Sheridan RD,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,1113,,knox box/ front door,10,1,,20,90,1800,rear of building,rear of unit,"red top 75' away
private hydrant 250' away",5 units west,,,,,,,,normal business hours,,46023,,1,,,,,,4125,N,Sheridan,RD,,,,40.7382229,,,,-89.6052228,581,0,16T  BL  8015  1286,,,,,Non-Combustible (All Metal) Class II,11,,
Mercantile Group M,Touch of Class,4125 N Sheridan RD #3,,Peoria,IL,61614,,,,B- Barber/Beauty Shops,,1113,,,10,1,,20,90,1800,exterior rear,rear inside unit,"100 feet to red top city hydrant
250 feet to private hydrant",,,,,,,,,regular business hours,,108067 - 8,,1,6,,,,,4125,N,Sheridan,RD,,3,,40.737547,,,,-89.603485,581,0,16T BL 8016 1286,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,,Non-Combustible (All Metal) Class II,11,,Urban
Mercantile Group M,Trade Home Shoes,2200 W War Memorial DR #DU13B,,Peoria,IL,61613,,688.7155,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,1635,,,,,,,,,,,,,,49267 - 26,,,17,,,,,2200,W,War Memorial,DR,,DU13B,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Trane Company,8718 N University ST,,Peoria,IL,61614,,309-691-4224,,M- Retail or Wholesale Stores,,,,,,,,0,0,0,,,none,none,,none,,,,,,,,,,,7,,,,,8718,N,University,ST,,,,40.79396,,,,-89.620844,599,0,,,Gable - two sloping planes of the same pitch on each side,,,Wood Frame Class V,20,,
Mercantile Group M,Tri County Water Treatment LLC,7305 N University ST,,Peoria,IL,61614,info@goodwater.net,309-688-1300,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,485446,,,,,,,,7305,N,University,ST,,,,40.7765528,,,,-89.6220007,539,0, 16T  BL  7873  1725,,,,,Ordinary (Joisted Masonry) Class III,16,,
Mercantile Group M,UFS,1819 SW Adams ST,,Peoria,IL,61605,,,,M- Department Stores,,,,,,1,,,,30000,,,,,,,,,,,,,,50596,,,,,,,,1819,SW,Adams,ST,,,,40.6793103,,,,-89.6101547,539,0,16T BL 7941 0643,,,,,Ordinary (Joisted Masonry) Class III,4,,
Mercantile Group M,Uniformly Perfect,3705 N Sterling,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,,,,,1,NO,0,0,1500,,,None,None,,,,,,,,,,26425,,,,,,,,3705,N,Sterling,,,,,40.7330621,,,,-89.6325997,529,0,16T BL 7768 1247,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,13,,
Mercantile Group M,Unit Step Company of Peoria,3545 SW Precast WAY,,Peoria,IL,61605,,309-674-4392,,M- Retail or Wholesale Stores,,,,,,1,No,30,120,3600,,,,,,,,,,,,,,22621,,,,,,,,3545,SW,Precast,WAY,,,,40.6654157,,,,-89.6296651,569,0,,,,,,Non-Combustible (All Metal) Class II,4,,Suburban
Mercantile Group M,University Plaza,3425 N University ST,,Peoria,IL,61614,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,485595,,,,,,,,3425,N,University,ST,,,,40.7293971,,,,-89.6147811,,0,,,,,,,,,
Mercantile Group M,Vacant ,2200 W War Memorial DR #DU14A,,Peoria,IL,61613,, 685-0063,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,1635,,,,,,,,,,,,,,49267 - 23,,,17,,,,,2200,W,War Memorial,DR,,DU14A,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Vacant,1326 SW Jefferson AVE,,Peoria,IL,61605,,,,M- Sales Room,,,,,,,,,,,,,,,,,,,,,,,,11913,,,,,,,,1326,SW,Jefferson,AVE,,,,40.682739,,,,-89.605939,,0,,,,,,,,,
Mercantile Group M,Vacant (between Wok and entrance),2200 W War Memorial DR #CUD6E,,Peoria,IL,61613,,,,M- Retail or Wholesale Stores,,1306,,,,1,No,0,0,400,,,,,,,,,,,,,,49267 - 35,,,,,,,,2200,W,War Memorial,DR,,CUD6E,,40.7408508,,,1973,-89.6293945,580,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Vacant (Gander Mountain),5114 W Holiday DR,,Peoria,IL,61615,,,,M- Retail or Wholesale Stores,,,,,,,,,,,,,,,,,,,,,,,,24177,,,,,,,,5114,W,Holiday,DR,,,,40.7741125,,,,-89.6735221,529,0,,,,,,Non-Combustible (All Metal) Class II,19,,
Mercantile Group M,Vacant space,2200 W War Memorial DR #DU07A,,Peoria,IL,61613,,,,B- Business,,1306,,,,1,No,0,0,1400,,,,,,,,,,,,,,49267 - 54,,,,,,,,2200,W,War Memorial,DR,,DU07A,,40.7408508,,,1973,-89.6293945,500,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
Mercantile Group M,Vacant store (Shopko),2323 W Pioneer PKY,,Peoria,IL,61615,,,,M- Department Stores,,1503,,,,,,,,,,,,,,,,,,,,,,24757,,,,,,,,2323,W,Pioneer,PKY,,,,40.785755,,,,-89.628976,,0,16T BL 7818 1834,,,,,Non-Combustible (All Metal) Class II,15,,
Mercantile Group M,Vachon Break Service,1409 SW Jefferson AVE,,Peoria,IL,61605,,,,M-Motor Vehicle Service Stations,,,,,,1,0,100,200,20000,,,,,,,,,,,,,,45430,,,,,,,,1409,SW,Jefferson,AVE,,,,40.6827667,,,,-89.6071118,,0,,,,,,,,,
Mercantile Group M,Valley Park Shopping Center,200 N Mac Arthur HWY,,Peoria,IL,61605,,,,M- Retail or Wholesale Stores,Master Occupancy ,,,,,1,,,,0,,,,,,,,,,,,,,9261,,,,,,,,200,N,Mac Arthur,HWY,,,,40.6908015,,,,-89.6069448,580,0,16T  BL  7970  0770,,,,,Wood Frame Class V,8,,
Mercantile Group M,Vanity,2200 W War Memorial DR #D107,,Peoria,IL,61613,,,,M- Department Stores,,1306,,,,1,,,,3585,,,,,,,,,,,,,,49267 - 60,,,,,,,,2200,W,War Memorial,DR,,D107,,40.7408508,,,1973,-89.6293945,500,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,
Mercantile Group M,Verkler,2702 SW Jefferson AVE,,Peoria,IL,61605,,,,M-Motor Vehicle Service Stations,,413,,,,1,0,0,0,6000,,,,,,,,,,,,,,24875,,,,,,,,2702,SW,Jefferson,AVE,,,,40.674593,,,,-89.6171797,579,0,16T BL 7880 0592,,Arched - Having a hemispherical shape such as bowstring trusses,,"Wood, Open Web",Heavy Timber Class IV,4,,
Mercantile Group M,Verlo Mattress Company,4538 N Brandywine DR,,Peoria,IL,61614,,309-685-5820,,M- Retail or Wholesale Stores,,,,,,1,,0,0,7000,Gas is located on the B side of building,Panel located on inside of building on B side,,,,,,,,,,,,,,,,,,,,4538,N,Brandywine,DR,,,,40.7436579,,,,-89.6275981,549,0,,,"Flat - Contains no slope, may or may not have eaves",,,Wood Frame Class V,13,,
Mercantile Group M,Victoria's Secret,2200 W War Memorial DR #C101,,Peoria,IL,61613,,681-8469,,M- Retail or Wholesale Stores,,1306,,,,1,n,0,0,6079,,,,,,,,,,,,,,49267 - 66,,,,,,,,2200,W,War Memorial,DR,,C101,,40.7408508,,,1973,-89.6293945,529,0,16T BL 7804 1333,,,,,Non-Combustible (All Metal) Class II,13,,Suburban
